standardized_age,standardized_fare
-0.5654188991856514,-0.5021631365156053
0.663488390424261,0.7864036178345383
-0.25819207678317324,-0.48857985158126105
0.4330682736224024,0.4204940697654092
0.4330682736224024,-0.48606442844527137
-0.10457866558193422,-0.4778480503138746
1.8923956800341732,0.3955913807191113
-2.1015530111980416,-0.22395733767514675
-0.18138537118255374,-0.42401799520369554
-1.1798725439906075,-0.04293139010125909
-1.9479395999968028,-0.3119971474347855
2.1996225024366516,-0.11378180431879875
-0.7190323103868904,-0.48606442844527137
0.7402950960248805,-0.01869880977838891
-1.1798725439906075,-0.4900045872454856
1.9692023856347929,-0.32608351699632776
-2.1015530111980416,-0.061964087717411374
-0.10457866558193422,-0.38645367226008004
0.12584145121992435,-0.28583674682049287
-0.10457866558193422,-0.5026662211428032
0.4330682736224024,-0.12484966611715337
0.3562615680217829,-0.38645367226008004
-1.103065838389988,-0.48648299485510005
-0.10457866558193422,0.06632249221806229
-1.6407127775943247,-0.22395733767514675
0.663488390424261,-0.016434928955998185
-0.10457866558193422,-0.5026662211428032
-0.79583901598751,4.644392599719279
-0.10457866558193422,-0.4895015026182876
-0.10457866558193422,-0.4891674544258282
0.8171018016255001,-0.09022134505786503
-0.10457866558193422,2.300436803386727
-0.10457866558193422,-0.49210144397164657
2.8140761472416074,-0.43676213497987365
-0.10457866558193422,1.0054969729792393
0.970715212826739,0.39835834616870003
-0.10457866558193422,-0.502581702925434
-0.6422256047862709,-0.48606442844527137
-0.8726457215881294,-0.28583674682049287
-1.1798725439906075,-0.4218366202601652
0.8171018016255001,-0.457388604694989
-0.18138537118255374,-0.22546659155674054
-0.10457866558193422,-0.4891674544258282
-2.0247463055974224,0.18865657484452997
-0.79583901598751,-0.4895015026182876
-0.10457866558193422,-0.48606442844527137
-0.10457866558193422,-0.3361452095402864
-0.10457866558193422,-0.49210144397164657
-0.10457866558193422,-0.211798788405027
-0.8726457215881294,-0.28986142383807634
-1.717519483194944,0.15058916727371655
-0.6422256047862709,-0.49109527471725073
1.5083621520310757,0.895993560684828
-0.027771959981314702,-0.12484966611715337
2.737269441640988,0.5991736306380456
-0.10457866558193422,0.06632249221806229
-0.6422256047862709,-0.43676213497987365
-0.06617531278162446,-0.502581702925434
-1.8711328943961831,-0.08963374221329785
-1.410292660792466,0.29572908222032107
-0.5654188991856514,-0.502581702925434
0.663488390424261,0.9618131286303883
1.2011353296285976,1.0317418918109011
-1.9479395999968028,-0.08661523445011025
-0.10457866558193422,-0.09022134505786503
-0.10457866558193422,-0.34126057402963506
-0.027771959981314702,-0.43676213497987365
-0.79583901598751,-0.4838850658402499
-0.9494524271887489,-0.48857985158126105
-0.25819207678317324,-0.4737388550789219
0.20264815682054385,-0.43676213497987365
-1.0262591327893684,0.29572908222032107
-0.6422256047862709,0.8310111255589249
-0.25819207678317324,-0.3571902456652305
0.20264815682054385,0.48882906084695926
-0.33499878238379277,-0.49411378248043836
-0.10457866558193422,-0.4891674544258282
-0.10457866558193422,-0.48606442844527137
-2.1914168567507666,-0.06447951085340105
0.04903474561930482,-0.39701844943123665
-0.5654188991856514,-0.4669472126117498
-0.027771959981314702,-0.4568855200677911
-0.10457866558193422,-0.49134681703084965
-0.10457866558193422,0.2997537592379046
-0.9494524271887489,-0.43676213497987365
0.27945486242116335,-0.32910202475951533
-1.0262591327893684,0.043683683994155176
-0.10457866558193422,-0.48606442844527137
-0.48861219358503183,4.644392599719279
-0.4118054879844123,-0.48606442844527137
-0.027771959981314702,-0.48606442844527137
-0.7190323103868904,-0.4900045872454856
1.2779420352292172,0.5829904043503424
-0.25819207678317324,-0.23401903021910547
2.276429208037271,-0.5021631365156053
-0.10457866558193422,-0.48606442844527137
3.198109675244705,0.04930213311070178
-0.48861219358503183,0.6269257910127927
0.3562615680217829,-0.18521982138090567
0.3562615680217829,-0.12484966611715337
-0.10457866558193422,-0.4891674544258282
-0.10457866558193422,-0.4891674544258282
-0.6422256047862709,0.907228446579412
0.27945486242116335,-0.47390587917515165
0.5866816848236415,-0.48857985158126105
-0.10457866558193422,-0.4891674544258282
-0.6422256047862709,-0.49411378248043836
-0.10457866558193422,-0.4915983593444487
0.663488390424261,-0.4891674544258282
-0.10457866558193422,-0.16207792852980066
1.3547487408298367,0.39835834616870003
-1.1414691911902977,-0.3571902456652305
-0.5654188991856514,-0.48606442844527137
-0.7190323103868904,-0.45034541991421795
-0.9494524271887489,-0.35710773978637
-0.6422256047862709,-0.48857985158126105
3.1597063224443955,-0.49210144397164657
-0.027771959981314702,-0.22546659155674054
-0.4118054879844123,4.332898697266388
-2.1015530111980416,-0.01869880977838891
-0.6422256047862709,0.8310111255589249
-0.10457866558193422,-0.48606442844527137
0.24105150962085362,-0.04293139010125909
0.24105150962085362,-0.38645367226008004
1.8923956800341732,0.907228446579412
-1.3334859551918465,-0.4218366202601652
-0.10457866558193422,-0.49210144397164657
-0.4118054879844123,-0.5043424991206268
-0.10457866558193422,-0.1981329975918223
1.2011353296285976,-0.5076970674147826
0.27945486242116335,-0.4891674544258282
-0.7190323103868904,-0.5061878135331888
1.3547487408298367,-0.35626859462820387
-0.027771959981314702,-0.12484966611715337
-0.33499878238379277,-0.38645367226008004
-0.48861219358503183,-0.3452852510472186
-0.79583901598751,-0.11914871112174634
0.5866816848236415,0.4204940697654092
-1.0262591327893684,-0.4625864750631981
-0.4118054879844123,0.9457144205600544
-0.10457866558193422,-0.34126057402963506
-0.5654188991856514,-0.49210144397164657
-0.4118054879844123,-0.32910202475951533
-0.79583901598751,-0.512224829059564
-0.8726457215881294,-0.4166387498919562
-0.79583901598751,0.0914767235779591
-0.18138537118255374,-0.49117979293462
-1.563906071993705,0.043683683994155176
0.5482783320233316,-0.12484966611715337
0.970715212826739,-0.38645367226008004
1.6619755632323148,-0.39601228017684087
-0.5654188991856514,0.6921597684522944
2.0076057384351027,-0.48606442844527137
0.8555051544258098,-0.35626859462820387
-0.10457866558193422,-0.5009054249476105
1.6619755632323148,0.5870995995852952
-1.0262591327893684,-0.4924375045026148
0.04903474561930482,-0.48606442844527137
-0.10457866558193422,-0.4737388550789219
-0.10457866558193422,0.751523754461651
1.1243286240279782,-0.32407117848753597
0.8171018016255001,-0.33111436326830707
-0.25819207678317324,-0.4915983593444487
-0.9494524271887489,-0.4737388550789219
